date,day_of_week,month,year,is_weekend,promo_discount,competitor_price,demand_index,customer_segment,price
2020-05-19,1,5,2020,0,25.54,76.81,96.4,B,141.06
2021-08-12,3,8,2021,0,11.79,146.3,1.65,A,41.11
2022-12-30,4,12,2022,0,24.89,136.2,36.42,B,96.67
2022-11-26,5,11,2022,1,27.15,133.68,39.81,C,20.72
2022-03-28,0,3,2022,0,8.81,196.1,43.74,A,110.76
2020-08-15,5,8,2020,1,14.96,179.14,60.39,D,123.28
2021-06-22,1,6,2021,0,11.68,25.24,93.1,A,216.93
2020-03-07,5,3,2020,1,28.47,189.86,81.52,C,117.25
2022-05-13,4,5,2022,0,25.34,128.1,13.44,C,66.52
2021-02-14,6,2,2021,1,29.14,83.2,86.78,C,21.05
2020-05-01,4,5,2020,0,10.03,83.17,5.16,B,39.66
2021-02-22,0,2,2021,0,5.79,170.81,6.34,C,66.57
2020-05-07,3,5,2020,0,0.31,145.21,62.03,B,151.97
2022-10-07,4,10,2022,0,11.23,57.49,72.03,A,186.01
2020-03-13,4,3,2020,0,4.16,107.63,24.87,C,50.55
2020-05-24,6,5,2020,1,22.03,116.86,21.62,D,54.08
2020-06-14,6,6,2020,1,29.0,172.76,87.99,D,75.56
2020-09-22,1,9,2020,0,18.71,87.82,7.77,C,75.87
2020-03-26,3,3,2020,0,17.82,71.69,84.8,A,48.7
2020-03-13,4,3,2020,0,11.01,42.48,40.48,D,25.25
2022-11-05,5,11,2022,1,8.18,92.13,47.82,B,125.86
2021-12-18,5,12,2021,1,8.25,114.15,50.9,D,70.24
2022-09-05,0,9,2022,0,24.91,118.22,33.23,C,164.37
2021-04-11,6,4,2021,1,25.35,196.87,69.22,A,76.79
2020-04-23,3,4,2020,0,8.43,139.4,98.08,A,150.94
2021-02-05,4,2,2021,0,26.45,79.24,40.7,D,150.11
2020-02-07,4,2,2020,0,22.71,196.65,77.48,D,77.34
2020-04-16,3,4,2020,0,15.93,182.09,55.16,D,50.81
2022-02-11,4,2,2022,0,13.07,112.94,9.67,B,153.44
2022-05-30,0,5,2022,0,3.28,92.89,80.46,D,102.85
2020-10-09,4,10,2020,0,25.26,81.54,95.76,A,52.73
2022-06-15,2,6,2022,0,1.15,177.04,75.22,A,76.21
2022-01-23,6,1,2022,1,29.54,110.41,95.11,C,90.59
2021-01-31,6,1,2021,1,14.16,100.84,33.49,C,104.71
2022-06-13,0,6,2022,0,13.58,26.61,26.04,A,61.66
2021-05-02,6,5,2021,1,26.02,127.8,76.37,B,186.33
2020-07-07,1,7,2020,0,19.32,196.87,31.18,A,41.23
2021-04-10,5,4,2021,1,12.1,104.74,89.54,D,110.17
2020-04-03,4,4,2020,0,8.77,153.67,50.58,A,52.56
2021-05-26,2,5,2021,0,17.3,184.05,84.26,A,129.31
2020-06-05,4,6,2020,0,11.31,35.66,46.96,A,172.67
2020-09-16,2,9,2020,0,10.81,62.38,93.14,D,155.94
2021-01-04,0,1,2021,0,19.15,44.62,14.49,C,27.22
2020-03-30,0,3,2020,0,18.49,40.8,84.26,C,186.79
2021-12-17,4,12,2021,0,10.99,101.66,71.17,B,199.22
2021-08-21,5,8,2021,1,26.82,30.37,16.91,B,146.14
2022-03-25,4,3,2022,0,20.67,43.98,50.21,D,137.43
2020-09-07,0,9,2020,0,6.56,176.83,5.3,A,171.52
2020-06-05,4,6,2020,0,18.47,76.74,72.09,C,147.95
2021-02-25,3,2,2021,0,28.02,86.2,68.6,D,101.7
2022-01-01,5,1,2022,1,15.76,180.27,0.32,B,58.84
2022-06-27,0,6,2022,0,16.15,52.09,90.79,C,130.05
2022-01-21,4,1,2022,0,14.34,166.65,45.09,C,106.78
2021-05-15,5,5,2021,1,0.08,85.83,13.88,C,143.6
2021-10-15,4,10,2021,0,14.37,74.32,46.78,A,59.75
2020-04-20,0,4,2020,0,27.75,29.72,86.54,C,96.39
2022-04-21,3,4,2022,0,18.57,74.47,96.67,D,61.29
2021-07-26,0,7,2021,0,17.67,198.82,88.11,A,118.51
2021-02-20,5,2,2021,1,29.71,146.25,20.87,B,71.48
2022-12-02,4,12,2022,0,10.03,81.92,76.05,B,135.08
2021-09-16,3,9,2021,0,1.14,177.94,29.68,B,212.52
2020-09-08,1,9,2020,0,28.63,189.3,81.11,C,37.74
2020-10-17,5,10,2020,1,15.98,60.37,25.97,A,135.93
2021-04-26,0,4,2021,0,1.23,194.5,91.87,D,87.09
2022-07-18,0,7,2022,0,15.46,103.9,88.22,A,156.33
2020-02-13,3,2,2020,0,8.34,100.43,42.9,D,174.25
2020-03-10,1,3,2020,0,5.26,36.12,88.06,C,183.48
2021-07-23,4,7,2021,0,26.15,111.98,65.97,D,95.63
2021-09-07,1,9,2021,0,2.08,127.25,1.36,A,88.21
2020-05-02,5,5,2020,1,27.97,74.73,93.98,C,50.08
2022-02-25,4,2,2022,0,9.44,133.11,76.16,D,100.59
2020-02-08,5,2,2020,1,26.46,27.24,92.22,D,42.07
2022-02-26,5,2,2022,1,26.53,92.16,83.28,D,115.28
2020-03-31,1,3,2020,0,5.28,185.25,24.55,B,64.96
2021-02-25,3,2,2021,0,24.43,39.06,22.2,D,86.85
2021-01-12,1,1,2021,0,24.91,46.55,54.77,D,122.63
2022-12-26,0,12,2022,0,25.82,188.4,78.46,A,132.13
2021-09-16,3,9,2021,0,13.01,40.18,70.97,A,220.84
2021-12-13,0,12,2021,0,22.1,23.01,49.63,A,134.59
2021-11-19,4,11,2021,0,20.69,149.55,55.81,C,45.23
2021-03-19,4,3,2021,0,28.27,145.4,23.68,A,60.33
2021-11-29,0,11,2021,0,27.66,179.75,40.51,D,3.87
2022-05-25,2,5,2022,0,1.45,71.11,62.91,A,150.09
2020-08-11,1,8,2020,0,19.01,149.11,1.9,D,20.38
2021-08-11,2,8,2021,0,10.78,47.87,7.53,D,119.65
2022-05-18,2,5,2022,0,24.46,155.47,81.7,C,119.5
2020-11-28,5,11,2020,1,22.06,68.92,99.3,D,42.65
2022-08-15,0,8,2022,0,6.43,72.01,97.53,B,217.99
2020-09-27,6,9,2020,1,23.85,133.23,52.01,A,197.34
2021-07-28,2,7,2021,0,20.87,190.05,31.66,C,59.73
2020-06-24,2,6,2020,0,25.64,46.97,94.59,B,107.96
2021-08-28,5,8,2021,1,27.79,80.62,71.6,C,87.65
2022-03-19,5,3,2022,1,18.8,110.79,96.71,A,153.9
2021-07-15,3,7,2021,0,7.54,183.74,29.4,C,78.95
2021-07-04,6,7,2021,1,3.06,181.99,28.61,C,63.95
2020-01-26,6,1,2020,1,27.61,164.99,14.11,A,147.43
2021-09-20,0,9,2021,0,27.39,34.13,82.52,C,102.31
2021-06-25,4,6,2021,0,20.08,108.71,69.78,B,18.48
2022-06-27,0,6,2022,0,22.88,26.0,45.53,D,33.79
2020-02-05,2,2,2020,0,24.71,76.46,45.41,D,74.87
2020-01-19,6,1,2020,1,23.18,106.61,78.9,D,20.35
2020-03-16,0,3,2020,0,5.75,119.28,94.71,C,39.16
2022-09-10,5,9,2022,1,1.29,48.18,64.12,B,109.76
2022-04-16,5,4,2022,1,24.77,32.95,19.64,A,65.5
2020-06-11,3,6,2020,0,18.8,143.33,12.42,C,166.4
2021-10-05,1,10,2021,0,10.23,148.37,52.42,A,63.46
2022-06-21,1,6,2022,0,25.39,167.28,39.61,B,111.46
2021-06-12,5,6,2021,1,7.73,144.17,30.9,C,161.58
2021-06-15,1,6,2021,0,6.52,22.66,26.85,D,53.48
2020-09-17,3,9,2020,0,15.25,56.67,76.32,B,66.15
2020-12-23,2,12,2020,0,21.21,124.12,98.62,B,202.05
2020-04-11,5,4,2020,1,26.09,156.8,38.65,B,142.3
2020-08-22,5,8,2020,1,28.7,24.21,53.79,A,49.18
2021-01-12,1,1,2021,0,16.74,103.96,57.58,D,101.69
2021-10-11,0,10,2021,0,28.8,119.39,84.62,A,67.39
2021-04-11,6,4,2021,1,13.14,104.67,27.87,A,91.05
2021-06-14,0,6,2021,0,17.96,124.43,63.64,C,71.74
2020-02-03,0,2,2020,0,9.47,130.09,13.29,C,57.86
2020-04-01,2,4,2020,0,1.26,33.07,24.34,B,34.69
2021-12-17,4,12,2021,0,7.36,137.9,6.11,A,104.46
2020-06-07,6,6,2020,1,27.39,162.43,30.54,D,147.6
2020-08-19,2,8,2020,0,9.89,33.05,99.41,A,203.5
2021-04-30,4,4,2021,0,13.98,139.95,67.12,B,53.28
2021-10-29,4,10,2021,0,6.0,104.52,91.16,C,28.21
2022-05-01,6,5,2022,1,23.48,30.35,47.82,A,137.06
2022-05-23,0,5,2022,0,20.6,30.53,41.86,C,111.29
2020-10-20,1,10,2020,0,1.98,44.32,66.36,A,138.96
2021-10-30,5,10,2021,1,4.85,116.34,91.27,C,29.71
2021-11-17,2,11,2021,0,19.28,33.26,0.64,D,32.62
2022-02-06,6,2,2022,1,12.69,164.42,28.18,D,112.07
2021-08-25,2,8,2021,0,12.33,62.18,51.42,A,179.57
2020-11-24,1,11,2020,0,24.97,172.37,33.86,C,135.49
2020-04-01,2,4,2020,0,6.37,152.92,94.84,C,26.54
2020-11-03,1,11,2020,0,13.21,136.6,70.18,A,53.55
2020-08-05,2,8,2020,0,29.17,130.75,16.43,B,-0.39
2021-10-03,6,10,2021,1,23.5,34.35,14.11,C,104.18
2021-03-16,1,3,2021,0,18.11,143.64,39.35,D,133.15
2020-03-07,5,3,2020,1,29.23,68.8,70.3,B,180.05
2022-02-19,5,2,2022,1,20.59,142.6,22.38,A,110.92
2020-06-07,6,6,2020,1,16.88,146.02,99.68,B,22.94
2022-10-28,4,10,2022,0,1.96,34.03,74.3,D,52.48
2020-09-05,5,9,2020,1,18.67,78.44,45.73,A,55.88
2022-08-25,3,8,2022,0,25.98,125.51,94.46,D,99.56
2021-10-11,0,10,2021,0,3.72,50.76,98.91,C,156.02
2021-02-03,2,2,2021,0,1.48,146.68,41.22,C,76.58
2021-05-14,4,5,2021,0,4.62,171.18,6.38,C,66.15
2021-05-12,2,5,2021,0,9.19,48.96,50.82,C,24.28
2021-04-17,5,4,2021,1,9.03,188.05,31.05,D,71.6
2021-10-06,2,10,2021,0,14.19,121.1,80.87,A,57.31
2021-05-08,5,5,2021,1,26.15,156.36,72.27,D,16.99
2022-04-19,1,4,2022,0,0.65,126.92,86.31,C,129.99
2020-06-12,4,6,2020,0,6.4,36.29,69.96,C,150.77
2022-11-01,1,11,2022,0,5.18,25.07,40.83,A,145.79
2022-01-11,1,1,2022,0,21.18,165.79,61.05,D,23.94
2021-04-16,4,4,2021,0,20.48,197.15,90.56,D,149.06
2022-05-07,5,5,2022,1,9.07,155.14,85.11,B,150.97
2020-09-13,6,9,2020,1,7.52,191.69,45.08,B,42.81
2022-04-14,3,4,2022,0,3.29,136.55,43.77,B,43.33
2021-06-17,3,6,2021,0,22.21,163.88,72.54,C,41.1
2021-11-30,1,11,2021,0,20.69,21.93,30.51,C,78.9
2020-08-29,5,8,2020,1,25.06,90.27,1.13,A,70.36
2022-04-16,5,4,2022,1,14.97,190.82,94.1,D,42.71
2022-10-31,0,10,2022,0,5.55,49.41,78.89,B,32.5
2022-10-09,6,10,2022,1,3.82,116.83,24.76,B,41.41
2021-01-03,6,1,2021,1,10.8,69.36,51.11,D,177.39
2020-02-01,5,2,2020,1,3.73,87.09,93.2,B,198.53
2020-09-04,4,9,2020,0,11.83,145.81,8.79,D,126.02
2021-06-23,2,6,2021,0,29.19,116.75,49.85,D,30.31
2020-07-25,5,7,2020,1,19.01,126.28,65.19,B,16.68
2020-03-10,1,3,2020,0,16.46,127.09,20.75,D,42.08
2020-02-19,2,2,2020,0,8.29,148.11,60.63,B,181.24
2020-05-29,4,5,2020,0,8.87,184.17,74.37,B,94.98
2022-11-20,6,11,2022,1,2.86,66.26,95.68,D,80.34
2022-05-14,5,5,2022,1,9.9,54.13,80.69,C,71.33
2020-09-18,4,9,2020,0,9.91,94.58,43.37,D,84.36
2021-05-09,6,5,2021,1,15.11,166.61,81.93,C,150.53
2020-08-31,0,8,2020,0,3.03,163.94,12.03,C,40.3
2021-11-20,5,11,2021,1,28.44,167.49,55.24,A,171.82
2020-04-02,3,4,2020,0,29.68,129.92,61.29,A,149.33
2021-12-27,0,12,2021,0,6.96,50.08,75.96,D,81.19
2022-04-17,6,4,2022,1,4.05,76.68,35.86,D,179.5
2022-06-11,5,6,2022,1,20.94,115.55,96.89,C,166.76
2022-09-04,6,9,2022,1,15.36,183.02,40.43,B,53.56
2021-01-10,6,1,2021,1,6.98,139.22,50.11,A,153.65
2020-11-07,5,11,2020,1,20.58,24.02,5.4,A,115.1
2022-01-27,3,1,2022,0,5.73,133.86,55.22,D,115.69
2022-02-15,1,2,2022,0,9.07,135.17,82.95,C,192.01
2022-06-17,4,6,2022,0,25.15,120.35,19.34,B,129.6
2022-11-07,0,11,2022,0,28.13,58.14,25.6,C,26.93
2020-07-17,4,7,2020,0,22.1,93.18,6.27,B,169.43
2021-08-31,1,8,2021,0,16.73,79.6,34.4,D,58.48
2021-11-29,0,11,2021,0,13.66,80.67,54.79,A,172.72
2022-11-26,5,11,2022,1,20.23,73.0,52.87,D,146.36
2021-08-07,5,8,2021,1,2.05,34.09,55.62,C,139.51
2022-02-25,4,2,2022,0,6.34,154.14,64.63,C,179.18
2020-12-31,3,12,2020,0,5.07,155.25,8.36,B,125.74
2020-03-26,3,3,2020,0,16.56,89.91,84.46,B,19.09
2022-05-31,1,5,2022,0,15.61,59.09,74.35,C,25.29
2021-10-05,1,10,2021,0,24.95,170.86,83.29,A,35.53
2021-12-12,6,12,2021,1,18.91,22.59,84.8,C,141.15
2020-12-05,5,12,2020,1,15.93,151.51,9.43,A,112.86
2021-08-12,3,8,2021,0,8.74,195.07,85.71,C,144.46
2022-09-23,4,9,2022,0,28.01,82.43,90.09,D,58.88
2021-04-03,5,4,2021,1,21.98,152.56,1.83,B,68.84
2021-08-13,4,8,2021,0,0.58,199.48,12.22,C,112.46
2020-08-05,2,8,2020,0,23.72,56.23,48.51,B,123.54
2021-07-24,5,7,2021,1,4.81,160.14,29.93,B,61.06
2020-07-15,2,7,2020,0,16.75,93.86,92.03,B,184.98
2022-11-07,0,11,2022,0,14.5,84.67,32.55,B,65.82
2020-02-26,2,2,2020,0,16.34,164.9,31.08,A,47.02
2021-02-03,2,2,2021,0,14.26,32.43,70.13,A,125.87
2022-09-27,1,9,2022,0,14.89,74.08,90.47,A,40.42
2022-01-26,2,1,2022,0,26.09,87.81,88.06,B,146.48
2021-07-31,5,7,2021,1,3.13,169.68,68.22,D,27.92
2022-06-30,3,6,2022,0,4.01,134.41,66.26,B,168.31
2022-07-18,0,7,2022,0,21.61,138.71,76.62,C,107.0
2020-08-12,2,8,2020,0,7.82,184.23,1.82,A,87.04
2022-06-29,2,6,2022,0,21.87,96.89,2.48,D,13.87
2022-10-07,4,10,2022,0,19.46,193.68,55.19,C,92.72
2020-06-26,4,6,2020,0,9.55,66.2,2.1,B,69.8
2021-07-24,5,7,2021,1,13.47,55.63,8.73,A,158.19
2021-12-25,5,12,2021,1,26.84,188.62,61.8,A,10.35
2021-03-31,2,3,2021,0,22.23,39.82,66.97,A,168.04
2021-10-31,6,10,2021,1,21.78,191.34,73.81,B,137.35
2022-11-04,4,11,2022,0,7.85,186.46,17.95,C,168.63
2021-07-19,0,7,2021,0,9.38,43.43,82.67,D,24.45
2022-11-16,2,11,2022,0,24.96,67.22,88.47,A,148.5
2021-10-06,2,10,2021,0,19.99,85.76,5.94,A,171.3
2022-06-06,0,6,2022,0,5.13,87.01,60.04,A,124.67
2022-12-03,5,12,2022,1,5.96,45.31,12.32,C,169.43
2021-01-24,6,1,2021,1,0.95,195.86,19.85,A,45.21
2020-01-17,4,1,2020,0,17.31,34.4,60.25,B,178.61
2020-10-07,2,10,2020,0,1.44,163.98,39.45,D,47.71
2021-03-26,4,3,2021,0,5.28,185.38,11.06,B,181.21
2021-06-27,6,6,2021,1,16.33,27.03,46.45,D,147.69
2020-11-06,4,11,2020,0,21.79,107.98,86.0,D,29.77
2021-01-18,0,1,2021,0,27.3,172.36,70.83,D,133.55
2021-08-01,6,8,2021,1,16.31,141.53,56.06,B,80.01
2021-02-10,2,2,2021,0,17.07,66.34,44.03,A,71.01
2022-11-23,2,11,2022,0,3.69,77.94,85.2,B,104.5
2020-01-07,1,1,2020,0,22.44,51.54,42.44,D,26.91
2020-05-17,6,5,2020,1,4.16,131.14,60.75,D,57.39
2021-03-03,2,3,2021,0,14.23,175.4,17.42,B,12.81
2020-03-20,4,3,2020,0,19.56,29.63,97.99,D,115.64
2021-06-22,1,6,2021,0,14.11,97.4,57.31,D,29.75
2021-04-25,6,4,2021,1,27.9,132.62,18.4,C,93.64
2022-09-18,6,9,2022,1,4.0,23.16,63.05,B,155.27
2021-09-06,0,9,2021,0,17.51,53.03,60.34,B,27.34
2021-08-21,5,8,2021,1,18.28,119.72,65.53,D,156.13
2022-09-30,4,9,2022,0,25.51,196.52,97.62,D,129.1
2022-01-01,5,1,2022,1,28.69,176.11,72.76,D,12.02
2021-08-28,5,8,2021,1,1.47,170.77,48.97,A,188.67
2021-03-24,2,3,2021,0,9.39,91.58,70.02,A,206.57
2021-08-11,2,8,2021,0,2.63,175.07,79.3,D,75.01
2022-07-04,0,7,2022,0,10.66,28.36,1.57,C,98.74
2021-05-21,4,5,2021,0,2.87,54.92,84.68,D,122.08
2020-08-25,1,8,2020,0,19.01,53.75,82.87,B,181.47
2022-08-09,1,8,2022,0,15.7,184.26,84.48,C,137.92
2020-08-20,3,8,2020,0,22.02,38.97,27.08,C,19.73
2022-03-26,5,3,2022,1,0.26,48.5,88.05,B,83.27
2022-09-17,5,9,2022,1,29.1,127.51,23.73,D,77.74
2022-04-23,5,4,2022,1,6.57,197.12,84.73,B,28.11
2020-02-29,5,2,2020,1,28.43,149.79,8.24,C,109.83
2021-07-02,4,7,2021,0,19.41,59.38,75.84,B,32.42
2022-04-17,6,4,2022,1,14.68,21.79,96.87,A,175.12
2021-10-23,5,10,2021,1,4.77,81.5,16.06,C,152.71
2021-10-12,1,10,2021,0,1.77,171.27,94.22,D,135.79
2022-03-12,5,3,2022,1,6.39,84.82,47.72,D,119.67
2022-05-20,4,5,2022,0,20.06,119.76,35.13,D,151.05
2021-06-17,3,6,2021,0,2.44,103.93,77.56,A,45.19
2021-07-03,5,7,2021,1,21.16,167.55,66.08,D,8.46
2021-03-24,2,3,2021,0,5.4,81.58,23.37,C,186.33
2020-04-03,4,4,2020,0,19.55,73.45,92.97,C,141.92
2022-07-05,1,7,2022,0,8.54,88.2,19.94,D,174.45
2021-03-29,0,3,2021,0,15.52,181.29,34.65,B,172.02
2021-02-26,4,2,2021,0,1.62,196.78,91.2,A,102.35
2021-11-06,5,11,2021,1,23.24,155.41,90.13,B,66.48
2020-02-10,0,2,2020,0,13.97,175.7,77.86,A,94.44
2022-02-15,1,2,2022,0,25.37,28.45,78.2,A,53.07
2021-11-13,5,11,2021,1,8.58,108.78,44.97,C,108.47
2020-05-09,5,5,2020,1,16.34,79.67,17.52,A,164.73
2022-11-28,0,11,2022,0,12.0,111.05,64.47,B,191.76
2022-01-11,1,1,2022,0,21.23,28.18,83.86,B,203.52
2020-11-17,1,11,2020,0,14.17,194.53,54.73,D,84.88
2021-04-14,2,4,2021,0,9.94,138.36,22.98,C,32.61
2020-11-26,3,11,2020,0,0.82,72.63,39.58,C,122.43
2021-11-09,1,11,2021,0,8.78,197.13,29.17,D,84.29
2021-03-17,2,3,2021,0,3.1,66.91,4.83,B,130.98
2020-01-28,1,1,2020,0,22.53,55.23,36.79,A,12.52
2020-02-11,1,2,2020,0,25.19,160.39,6.33,A,69.41
2022-10-24,0,10,2022,0,28.66,90.56,52.62,D,59.41
2022-09-20,1,9,2022,0,17.88,196.07,99.75,A,166.92
2020-11-17,1,11,2020,0,12.13,109.0,35.67,C,183.72
2021-09-09,3,9,2021,0,21.23,100.81,1.21,A,107.29
2021-04-16,4,4,2021,0,29.52,114.15,18.24,B,0.61
2020-03-10,1,3,2020,0,10.64,185.28,99.66,C,180.72
2020-09-10,3,9,2020,0,21.88,120.47,59.07,D,94.52
2022-03-31,3,3,2022,0,21.21,95.4,66.92,B,34.23
2021-07-06,1,7,2021,0,7.97,170.48,90.37,A,131.52
2020-06-05,4,6,2020,0,0.95,186.86,70.21,A,111.38
2022-10-30,6,10,2022,1,17.95,97.36,46.53,D,154.32
2020-02-11,1,2,2020,0,4.83,38.66,0.27,A,87.76
2020-11-06,4,11,2020,0,4.42,59.6,1.12,A,69.97
2022-03-12,5,3,2022,1,9.98,25.68,60.79,B,133.55
2021-10-01,4,10,2021,0,2.91,127.1,99.87,C,190.69
2022-05-20,4,5,2022,0,0.08,163.17,35.36,A,40.43
2021-09-10,4,9,2021,0,8.88,77.91,52.32,C,134.38
2022-07-28,3,7,2022,0,22.47,64.26,32.18,B,66.2
2020-07-23,3,7,2020,0,10.88,199.94,77.79,C,182.78
2022-08-23,1,8,2022,0,20.79,93.13,38.97,D,86.75
2021-08-19,3,8,2021,0,12.51,169.1,46.5,D,60.21
2020-07-09,3,7,2020,0,23.25,173.8,42.04,B,128.6
2022-04-12,1,4,2022,0,1.76,115.3,4.5,C,26.77
2022-09-16,4,9,2022,0,18.39,74.6,74.25,C,167.77
2022-12-28,2,12,2022,0,4.18,150.41,51.45,B,45.81
2022-02-22,1,2,2022,0,19.55,129.7,51.56,A,193.47
2022-10-14,4,10,2022,0,15.63,198.29,50.92,D,27.36
2022-02-02,2,2,2022,0,14.11,52.82,59.71,A,158.38
2022-07-15,4,7,2022,0,14.05,37.59,46.86,B,35.09
2020-02-20,3,2,2020,0,20.46,162.27,96.24,D,34.05
2021-04-20,1,4,2021,0,15.97,122.16,92.25,D,117.05
2022-01-27,3,1,2022,0,4.37,98.54,65.48,D,137.97
2020-08-11,1,8,2020,0,25.89,52.49,95.15,C,20.57
2021-11-11,3,11,2021,0,29.51,174.4,66.03,B,137.21
2020-06-20,5,6,2020,1,2.18,27.47,10.18,A,47.5
2020-12-12,5,12,2020,1,16.42,58.78,86.02,B,104.45
2022-09-30,4,9,2022,0,20.87,137.52,31.99,B,51.68
2020-06-20,5,6,2020,1,10.27,163.4,58.63,B,66.22
2022-04-05,1,4,2022,0,24.54,29.86,69.92,D,81.0
2022-12-07,2,12,2022,0,21.94,186.94,75.0,B,90.05
2020-04-30,3,4,2020,0,4.53,165.14,46.07,D,31.84
2021-05-31,0,5,2021,0,21.57,72.53,4.89,D,151.01
2021-09-29,2,9,2021,0,14.49,70.57,71.64,C,169.68
2020-11-04,2,11,2020,0,0.01,143.81,76.7,A,75.09
2021-10-20,2,10,2021,0,14.69,36.07,74.67,D,156.16
2020-01-12,6,1,2020,1,3.25,166.96,77.16,C,84.13
2021-03-04,3,3,2021,0,20.71,20.01,93.18,D,105.01
2022-10-20,3,10,2022,0,18.61,139.64,56.14,C,156.03
2021-04-27,1,4,2021,0,18.29,183.4,58.23,C,37.2
2022-08-02,1,8,2022,0,27.41,142.69,69.92,D,161.85
2022-11-19,5,11,2022,1,2.26,97.15,23.91,A,152.63
2020-08-03,0,8,2020,0,24.2,193.94,45.46,D,127.95
2020-06-07,6,6,2020,1,27.51,143.0,24.27,D,96.46
2020-09-17,3,9,2020,0,29.1,197.76,64.24,A,172.81
2020-11-27,4,11,2020,0,6.01,64.29,95.29,A,60.11
2020-12-06,6,12,2020,1,5.73,95.7,58.96,B,140.77
2022-06-15,2,6,2022,0,8.76,185.71,91.51,A,100.84
2020-03-20,4,3,2020,0,13.03,146.45,66.3,D,76.58
2022-10-11,1,10,2022,0,12.43,82.65,23.54,B,103.16
2022-12-10,5,12,2022,1,20.59,153.55,77.89,D,69.27
2020-10-13,1,10,2020,0,22.94,21.17,47.7,D,138.3
2022-03-28,0,3,2022,0,18.9,105.33,64.46,A,193.08
2021-08-30,0,8,2021,0,16.99,163.96,98.07,A,155.78
2022-06-10,4,6,2022,0,17.2,26.75,37.45,C,111.14
2021-07-09,4,7,2021,0,23.92,98.86,96.01,C,56.68
2022-01-31,0,1,2022,0,22.34,95.43,48.6,B,159.81
2020-10-16,4,10,2020,0,8.89,37.43,52.03,C,113.64
2022-12-07,2,12,2022,0,23.92,194.3,5.53,B,108.59
2022-01-30,6,1,2022,1,20.44,197.44,94.26,C,130.49
2022-08-24,2,8,2022,0,15.65,49.07,38.42,D,108.95
2021-03-07,6,3,2021,1,21.76,134.37,71.41,C,81.62
2020-10-04,6,10,2020,1,21.83,45.87,16.26,B,38.65
2022-12-09,4,12,2022,0,26.73,33.69,80.15,D,46.48
2020-01-21,1,1,2020,0,14.05,184.87,58.59,C,47.87
2022-05-02,0,5,2022,0,8.52,185.68,42.71,B,128.23
2020-11-03,1,11,2020,0,13.8,88.12,22.33,D,123.78
2020-05-17,6,5,2020,1,21.55,69.48,78.9,A,183.35
2021-09-30,3,9,2021,0,27.62,49.02,30.39,B,165.72
2021-02-12,4,2,2021,0,5.96,20.62,87.08,A,99.52
2022-07-28,3,7,2022,0,12.43,100.34,84.83,C,77.76
2020-07-12,6,7,2020,1,26.77,131.05,52.73,A,66.62
2022-08-17,2,8,2022,0,7.31,132.33,44.69,B,193.65
2020-05-16,5,5,2020,1,14.75,112.12,41.67,C,148.09
2021-04-07,2,4,2021,0,12.75,68.48,86.2,C,123.38
2020-01-29,2,1,2020,0,17.75,129.95,71.88,B,72.76
2021-07-16,4,7,2021,0,1.02,165.91,12.89,C,144.31
2022-05-22,6,5,2022,1,2.47,87.56,6.3,C,111.89
2022-01-22,5,1,2022,1,19.59,50.86,37.16,D,161.12
2021-06-05,5,6,2021,1,13.27,164.46,92.72,B,202.82
2020-06-07,6,6,2020,1,26.95,77.13,96.26,B,162.8
2020-07-29,2,7,2020,0,25.12,22.73,95.42,B,161.01
2021-07-27,1,7,2021,0,23.04,34.67,23.26,B,189.8
2021-06-22,1,6,2021,0,15.02,91.61,83.99,A,37.97
2020-09-16,2,9,2020,0,12.51,87.63,34.99,D,64.79
2021-11-07,6,11,2021,1,6.3,51.12,64.04,C,183.39
2022-08-27,5,8,2022,1,15.27,73.64,15.92,B,170.17
2020-12-10,3,12,2020,0,29.14,82.85,29.1,A,118.69
2021-04-19,0,4,2021,0,23.26,101.97,63.01,B,143.77
2020-07-06,0,7,2020,0,28.82,49.71,99.74,B,83.22
2020-10-20,1,10,2020,0,21.7,123.03,48.67,B,139.3
2022-08-31,2,8,2022,0,11.87,42.7,48.89,A,126.31
2021-10-24,6,10,2021,1,6.06,188.41,22.75,A,99.5
2020-04-16,3,4,2020,0,4.65,116.44,30.76,B,116.21
2022-11-13,6,11,2022,1,6.74,29.68,77.92,D,130.47
2022-05-21,5,5,2022,1,10.22,28.55,86.56,D,51.81
2021-10-31,6,10,2021,1,27.92,106.15,34.04,C,127.01
2022-10-21,4,10,2022,0,26.31,86.73,40.73,A,89.54
2021-05-08,5,5,2021,1,27.67,144.66,24.76,D,27.79
2022-02-11,4,2,2022,0,6.91,67.44,23.02,D,126.5
2022-08-29,0,8,2022,0,3.48,89.72,62.51,C,76.6
2021-09-30,3,9,2021,0,1.96,34.73,12.6,C,169.11
2022-12-22,3,12,2022,0,19.74,31.61,39.11,A,69.01
2021-03-14,6,3,2021,1,17.34,114.11,48.11,B,71.79
2021-07-22,3,7,2021,0,4.13,153.63,87.99,B,206.78
2022-06-14,1,6,2022,0,1.76,153.18,72.65,D,178.49
2022-09-30,4,9,2022,0,7.59,153.59,5.46,C,122.45
2020-09-03,3,9,2020,0,10.53,158.4,86.33,D,77.27
2021-12-14,1,12,2021,0,15.77,41.13,41.69,B,85.35
2020-02-21,4,2,2020,0,5.49,181.01,14.81,C,124.8
2022-08-12,4,8,2022,0,26.7,184.15,79.32,C,32.05
